# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,upload_RA,upload_Dec,varType
#
# Results of Query: Database VVVDR4 06/02/20 23:15
# select viva.vivaID,viva.ra,viva.dec,viva.freqSTR,viva.freqPDM,
# viva.freqLSG,(v.ksMaxMag-v.ksMinMag) as ksAmpl,s.jmhPnt,viva.kFi2,
# viva.faPcorrelation2,CASE WHEN (s.ksAperMag3>0 and s.jAperMag3>0 and 
# s.ksAperMag3<25 and s.jAperMag3<25) THEN (s.ksAperMag3 - 
# 0.686*(s.jAperMag3-s.ksAperMag3)) ELSE -9.9999999e8 END as wesenheit,
# s.jAperMag3,s.ksAperMag3,flagNfreq,flagFbias6,flagFbias7, u.upload_RA,
#  u.upload_Dec, u.varType from vvvVivaCatalogue as viva,vvvVariability 
# as v,vvvSource as s,#userTable as u  where v.sourceID=viva.vivaID and 
# v.ksMinMag>0. and v.ksnGoodObs>40 and viva.faPcorrelation2 > 0 and 
# s.sourceID=v.sourceID and v.sourceID=u.sourceID
# Column Headers at start of file AND below
#
# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,upload_RA,upload_Dec,varType
        515611335175,    +267.1978904,     -33.0987281,     +27.7695200,     +19.2897832,      +9.9429188,     +0.370070,     +0.810532,      +0.8888890,      +0.8500000,     +10.3170252,    +12.303991,    +11.125483,     2,     9,     3,    +267.1978750,     -33.0987500,OSARG
        515611370937,    +267.8046278,     -33.3441878,      +0.0731466,      +0.5721714,      +0.1459515,     +1.399955,     +0.347538,      +1.0000000,      +0.9524920,     +10.2501297,    +11.437912,    +10.733415,     3,     1,     1,    +267.8046250,     -33.3441900,OSARG
        515621226836,    +268.1524883,     -34.3368119,     +21.0281482,     +10.5493706,     +10.9164152,     +0.509907,     +0.689038,      +0.8750000,      +0.7750000,      +9.9755850,    +11.972234,    +10.787982,     4,   146,    21,    +268.1525000,     -34.3368100,OSARG
        515621515326,    +268.7679772,     -34.0698607,     +22.0268823,     +27.7175445,     +19.8365726,     +0.713164,     +0.453976,      +0.8888890,      +0.8500000,     +10.4118071,    +11.605746,    +10.897597,     4,    21,     9,    +268.7680000,     -34.0698600,OSARG
        515633575871,    +266.7981893,     -34.7893046,      +5.1095131,     +16.7688961,     +17.3940437,     +0.619722,     +0.405319,      +1.0000000,      +0.9174230,     +10.4017887,    +11.700635,    +10.930264,     2,    12,     5,    +266.7980000,     -34.7893300,OSARG
        515633750636,    +266.9491430,     -34.5114127,     +14.1201294,      +1.3289503,     +15.1226055,     +0.869598,     +0.180008,      +1.0000000,      +0.8901680,     +10.4922924,    +11.464237,    +10.887757,     3,   237,   112,    +266.9491250,     -34.5114200,OSARG
        515642295545,    +267.1055859,     -35.2000782,      +2.4916809,     +22.1935096,     +22.1935096,     +1.122522, -9.999995E008,      +1.0000000,      +0.8346050,     +10.8919849,    +11.880878,    +11.294346,     3,    72,    54,    +267.1056250,     -35.2000800,OSARG
        515642440358,    +267.8138472,     -35.2919736,      +4.5551631,     +25.8615580,     +25.8616998,     +0.913887, -9.999995E008,      +1.0000000,      +0.9174230,     +10.6318865,    +11.387658,    +10.939395,     4,    62,    24,    +267.8138750,     -35.2919700,OSARG
        515650819277,    +268.8104895,     -34.9629955,     +28.7611858,     +19.5560412,     +19.5563152,     +0.320476,     +0.523787,      +0.8571430,      +0.7905350,      +9.6924276,    +11.387536,    +10.382134,     2,    85,    54,    +268.8105000,     -34.9629700,OSARG
        515687401270,    +266.9734483,     -37.5220500,      +7.5318602,      +0.7135947,      +4.0370111,     +0.802039,     +0.307400,      +0.9090910,      +0.8213600,      +9.7627993,    +11.012647,    +10.271338,     2,     3,     1,    +266.9731250,     -37.5218900,OSARG
        515687404344,    +267.1005216,     -37.5726224,     +26.6712283,      +4.2809187,     +22.1881380,     +0.520472,     +0.660402,      +1.0000000,      +0.7905350,      +9.7492523,    +11.501600,    +10.462248,     2,   230,   139,    +267.1002500,     -37.5724400,OSARG
        515517114780,    +269.9787554,     -27.8211863,     +23.9437640,     +15.8061315,     +15.8059072,     +0.321140,     +0.779292,      +0.8461540,      +0.6941150,     +10.2604294,    +12.513359,    +11.177102,     2,  2729,  2389,    +269.9787500,     -27.8211900,OSARG
        515517179886,    +269.9279871,     -27.6566827,     +29.9906132,      +5.9283770,     +29.2740119,     +0.657834,     +0.418818,      +0.8333330,      +0.8098080,     +10.2343578,    +11.968067,    +10.939770,     4,  9903,  7620,    +269.9280000,     -27.6566900,OSARG
        515517220591,    +270.1082323,     -27.6668192,      +8.8504730,     +24.6587389,     +24.7996899,     +0.634376,     +0.331308,      +0.8500000,      +0.7512460,     +10.2404346,    +11.851039,    +10.895758,     4,    86,    45,    +270.1082500,     -27.6668600,OSARG
        515517288032,    +269.9399918,     -27.4391391,      +0.5057586,      +8.0235401,      +2.6970625,     +0.499640, -9.999995E008,      +1.0000000,      +0.9174230,     +10.0690594,    +11.976906,    +10.845324,     1,     6,     1,    +269.9400000,     -27.4391400,OSARG
        515517330440,    +269.7269978,     -27.2390047,      +1.0418771,     +11.0353627,     +17.0497014,     +0.550669,     +0.657386,      +0.8611110,      +0.7000000,      +9.3602810,    +11.611850,    +10.276400,     1,   737,   614,    +269.7270000,     -27.2390000,OSARG
        515517369126,    +269.7672457,     -27.1771596,      +3.7127093,      +3.7124535,      +4.7151094,     +0.614003,     +0.546493,      +1.0000000,      +0.8901680,      +9.4273157,    +11.391172,    +10.226370,     1,    57,     4,    +269.7672500,     -27.1771400,OSARG
        515517421296,    +269.7733915,     -27.0662125,     +10.4202498,     +27.0790758,      +3.7124258,     +1.423038,     +0.417462,      +0.9600000,      +0.7300000,      +9.2357731,    +11.194274,    +10.032648,     1,  1106,   709,    +269.7733750,     -27.0661900,OSARG
        515522288370,    +263.8757491,     -27.3473507,     +23.4893427,     +22.5451409,     +13.9453834,     +0.344194,     +0.734867,      +0.8421050,      +0.7564740,      +9.8057165,    +11.947948,    +10.677348,     1,   401,   157,    +263.8757500,     -27.3473300,OSARG
        515526156340,    +270.3591362,     -28.7890833,     +28.6817180,     +22.1515098,     +20.5076800,     +1.564283,     +0.225663,      +0.9090910,      +0.8213600,      +9.7067041,    +10.900201,    +10.192314,     2,    25,     4,    +270.3592500,     -28.7890800,  SRV
        515526186972,    +270.4156170,     -28.7531063,     +27.8258231,     +14.8069235,     +14.8071530,     +0.772231,     +0.462148,      +0.9523810,      +0.7463960,      +9.9712801,    +11.580961,    +10.626227,     5,  3051,   577,    +270.4156250,     -28.7531100,OSARG
        515526301666,    +270.9323677,     -28.7758415,     +15.1409949,     +21.0618591,     +25.4645464,     +0.363150,     +0.547911,      +0.8421050,      +0.7564740,     +10.8925133,    +12.411674,    +11.510630,     2,   390,   252,    +270.9323750,     -28.7758300,OSARG
        515526307090,    +270.9626417,     -28.7791790,     +15.4677990,      +1.6533486,     +17.9080224,     +0.875480,     +0.247108,      +1.0000000,      +0.8681980,     +10.5834866,    +11.648984,    +11.017016,     1,     9,     1,    +270.9626250,     -28.7791700,OSARG
        515526378925,    +270.5605838,     -28.4322513,      +6.4560892,      +7.4587144,     +28.8287782,     +1.946074,     +0.129472,      +0.8571430,      +0.7905350,     +10.5648365,    +11.496853,    +10.944056,     2,   344,     8,    +270.5607500,     -28.4322800,OSARG
        515526499984,    +270.5191251,     -28.1489578,     +17.8792250,      +8.9406116,     +17.8809844,     +1.320890,     +0.287018,      +1.0000000,      +0.8681980,     +10.2965088,    +11.531094,    +10.798837,     3,   123,    31,    +270.5191250,     -28.1489700,OSARG
        515526514361,    +270.4554764,     -28.0880711,      +2.0413645,      +9.1599986,     +26.8231219,     +1.157457,     +0.325621,      +1.0000000,      +0.8500000,     +10.2714558,    +11.477759,    +10.762277,     3,   643,   395,    +270.4555000,     -28.0880800,OSARG
        515526524614,    +270.6163682,     -28.1410311,      +9.3761707,      +4.7280866,      +4.7283219,     +1.447892,     +0.330298,      +0.9333330,      +0.7823790,     +10.3994207,    +11.659530,    +10.912134,     3,    13,     2,    +270.6163750,     -28.1410600,OSARG
        515526550516,    +271.1835069,     -28.3630563,     +16.3035397,     +28.8996851,     +26.9051750,     +1.516656,     +0.268422,      +0.8333330,      +0.8098080,     +10.0523071,    +11.251326,    +10.540164,     3,   100,    31,    +271.1835000,     -28.3630600,OSARG
        515526591330,    +270.6007353,     -27.9833580,     +17.3431571,     +19.9693375,     +16.8091670,     +0.705510,     +0.366817,      +1.0000000,      +0.7750000,     +10.3764486,    +11.765084,    +10.941457,     2,   863,   535,    +270.6007500,     -27.9833600,OSARG
        515526650789,    +270.9728870,     -28.0314670,     +28.9075046,     +17.5838974,     +14.2475694,     +0.776715,     +0.385036,      +1.0000000,      +0.9174230,     +10.2562256,    +11.637895,    +10.818399,     4,    64,    13,    +270.9728750,     -28.0315000,OSARG
        515526661877,    +270.9971112,     -28.0170414,     +18.8824145,     +23.7941373,     +10.3853789,     +0.856062,     +0.279078,      +1.0000000,      +0.9524920,     +10.2555275,    +11.436247,    +10.735939,     1,     4,     1,    +270.9971250,     -28.0170600,OSARG
        515526783590,    +271.1703689,     -27.8077043,     +21.8300449,     +25.8294175,     +11.8075544,     +0.642186,     +0.325694,      +1.0000000,      +0.8681980,     +10.3538399,    +11.624477,    +10.870837,     3,     6,     2,    +271.1703750,     -27.8077200,OSARG
        515526798141,    +270.8269000,     -27.6001550,      +2.6421738,     +15.8065443,     +15.8063548,     +0.559396,     +0.504550,      +0.9000000,      +0.7143170,      +9.7268858,    +11.466846,    +10.434841,     2,  3063,  2035,    +270.8268750,     -27.6001100,OSARG
        515526826371,    +270.4673337,     -28.9021640,     +12.7748963,      +3.6502557,      +4.0031593,     +1.499651,     +0.269395,      +1.0000000,      +0.8213600,      +9.6551294,    +10.949679,    +10.181856,     2,    65,     9,    +270.4675000,     -28.9021400,OSARG
        515527556988,    +267.9030148,     -29.2660501,      +1.0031771,     +17.9311481,     +26.0867821,     +0.734200,     +0.696314,      +1.0000000,      +0.8901680,      +9.6677847,    +11.961142,    +10.600906,     2,    30,     6,    +267.9030000,     -29.2660600,OSARG
        515527565840,    +267.9489981,     -29.2761036,      +1.0001886,     +16.9251073,     +17.9249329,     +0.767369,     +0.588218,      +0.7763160,      +0.6532370,      +9.8961143,    +11.798944,    +10.670338,     3,  1648,  1394,    +267.9490000,     -29.2761100,OSARG
        515527796434,    +268.1553576,     -28.9919328,     +15.2001135,      +7.0671554,      +7.0671554,     +1.135917,     +0.637246,      +1.0000000,      +0.9174230,     +10.0360136,    +12.231751,    +10.929416,     3,    46,    18,    +268.1553750,     -28.9919400,OSARG
        515535978581,    +271.5815984,     -28.7018874,     +22.7773362,     +13.7721662,     +13.7721662,     +0.808440, -9.999995E008,      +1.0000000,      +0.9524920,  -9.9999999E008, -9.999995E008,    +10.847938,     3,    30,     3,    +271.5816250,     -28.7018600,OSARG
        515538856082,    +269.1884039,     -29.7042118,      +1.0029142,     +16.0411564,      +5.4020113,     +0.534635,     +0.482215,      +1.0000000,      +0.9174230,     +10.1937218,    +11.777711,    +10.838216,     1,    27,     2,    +269.1883750,     -29.7041900,OSARG
        515538862475,    +268.2716132,     -29.2286422,      +0.4846892,     +18.0788692,     +16.8354347,     +1.282287,     +0.471719,      +0.8461540,      +0.7996150,     +10.2172432,    +11.958980,    +10.925921,     2,   105,     6,    +268.2716250,     -29.2286400,OSARG
        515538883814,    +268.7362479,     -29.4269455,      +4.2266814,     +26.5432856,     +25.4637988,     +0.967388,     +0.550818,      +1.0000000,      +0.8901680,     +10.6019611,    +12.123370,    +11.220992,     2,   295,   263,    +268.7362500,     -29.4269200,OSARG
        515538907575,    +268.8833454,     -29.4592831,     +14.0683640,     +28.9196342,      +9.6375653,     +0.984129,     +0.492281,      +0.8750000,      +0.8681980,     +10.5362635,    +11.984639,    +11.125579,     1,    62,    12,    +268.8833750,     -29.4592800,OSARG
        515538914280,    +268.6092122,     -29.3091950,     +23.3183834,      +3.5981879,      +3.5983638,     +0.930063,     +0.506068,      +0.8636360,      +0.7418810,     +10.6520786,    +12.300052,    +11.322606,     2,   214,    26,    +268.6092500,     -29.3091700,OSARG
        515538951673,    +268.4479927,     -29.1577876,     +21.9227599,     +29.6004759,     +29.4172999,     +1.185145,     +0.536855,      +0.7894740,      +0.7564740,     +10.4840727,    +12.127600,    +11.152791,     3,   328,   264,    +268.4480000,     -29.1577800,OSARG
        515539188938,    +269.1012729,     -29.0476601,     +27.5438070,     +10.4565055,     +10.4565055,     +0.663446,     +0.834401,      +1.0000000,      +0.8901680,     +10.1884203,    +12.382171,    +11.081014,     2,  1634,   297,    +269.1012500,     -29.0476700,OSARG
        515539189759,    +269.1921315,     -29.0918217,     +27.8607029,      +8.9474269,      +0.1398665,     +0.752933,     +0.728499,      +1.0000000,      +0.7682820,     +10.1117706,    +12.212666,    +10.966583,     1,     1,     1,    +269.1921250,     -29.0918100,OSARG
        515545200053,    +272.5260166,     -29.7160153,     +25.8898645,      +8.6512365,     +25.8897256,     +0.520413,     +0.358020,      +1.0000000,      +0.9524920,     +10.4479523,    +12.011581,    +11.084162,     2,   132,   100,    +272.5260000,     -29.7160300,OSARG
        515545490726,    +272.5944839,     -29.3079890,     +16.6433261,     +18.2300217,      +1.0881341,     +1.328360,     +0.099697,      +1.0000000,      +0.8500000,     +10.7383089,    +11.804165,    +11.171985,     1,     1,     1,    +272.5945000,     -29.3080000,OSARG
        515548826314,    +269.7638699,     -29.1468030,     +13.5859222,     +29.0967340,     +28.4912694,     +0.459579,     +0.423321,      +0.8571430,      +0.7905350,     +10.4139776,    +11.885462,    +11.012695,     4,    31,     4,    +269.7638750,     -29.1468100,OSARG
        515549035754,    +270.5601096,     -29.1089611,     +13.0973462,     +15.8284936,      +2.7104080,     +0.821559,     +0.174331,      +0.8750000,      +0.8681980,     +10.3990564,    +11.462196,    +10.831627,     1,     1,     1,    +270.5601250,     -29.1089400,OSARG
        515549931499,    +267.2919606,     -29.7659120,     +24.3681068,      +5.7844134,     +12.2307810,     +1.656752, -9.999995E008,      +1.0000000,      +0.8901680,      +9.5342951,    +11.569890,    +10.362538,     3,    14,     6,    +267.2920000,     -29.7658300,OSARG
        515555595834,    +261.0954019,     -29.1623373,     +16.9613104,      +6.2479879,     +19.3279233,     +1.166680,     +0.287579,      +0.9285710,      +0.7905350,      +9.4741001,    +11.112170,    +10.140598,     1,   349,   166,    +261.0953750,     -29.1623600,OSARG
        515557983719,    +270.9053950,     -30.1710515,     +25.9960549,      +7.6241861,     +27.4037026,     +1.165940,     +0.145029,      +1.0000000,      +0.9524920,     +10.8475924,    +11.791382,    +11.231602,     3,    29,     5,    +270.9053750,     -30.1710600,OSARG
        515558355962,    +271.0536234,     -29.6888180,     +20.9612044,     +28.0269878,     +23.1990243,     +0.870918,     +0.435904,      +1.0000000,      +0.9524920,      +9.8854904,    +11.000852,    +10.339309,     2,    60,     4,    +271.0536250,     -29.6888100,OSARG
        515517388409,    +270.0002531,     -27.2598190,     +18.3930398,     +21.2471436,     +21.0870294,     +0.522540,     +0.470171,      +1.0000000,      +0.8346050,     +10.1672812,    +11.934541,    +10.886344,     3,    64,    21,    +270.0002500,     -27.2598100,OSARG
        515517428247,    +270.1195262,     -27.2240130,      +7.5545220,     +11.6133776,     +10.5321977,     +0.552318,     +0.613602,      +0.6718750,      +0.6625000,      +9.9456968,    +11.941329,    +10.757680,     3,     2,     1,    +270.1195000,     -27.2240300,OSARG
        515517432502,    +270.0728810,     -27.1992575,      +1.6428637,     +12.9815020,     +25.4673364,     +1.251356,     +0.349707,      +0.9117650,      +0.7043490,      +9.7899561,    +11.535344,    +10.500120,     3,    76,    12,    +270.0728750,     -27.1992800,OSARG
        515517451173,    +269.8448734,     -28.3863268,     +13.0407446,      +9.2626782,      +9.2629030,     +0.472562,     +0.526294,      +0.8461540,      +0.7265050,     +10.2108335,    +12.007965,    +10.942051,     2,  1290,   170,    +269.8448750,     -28.3863300,OSARG
        515521240090,    +261.4026301,     -27.5868438,      +9.0565380,      +9.4431435,     +18.7256328,     +0.909278, -9.999995E008,      +1.0000000,      +0.9524920,  -9.9999999E008, -9.999995E008,    +11.008990,     3,    24,     9,    +261.4026250,     -27.5868300,OSARG
        515523430664,    +273.5114680,     -28.1298864,      +3.3816506,      +9.2805655,     +14.3948295,     +0.928797,     +0.308058,      +1.0000000,      +0.8098080,     +11.0955467,    +11.955149,    +11.445302,     1,    66,    37,    +273.5115000,     -28.1298900,OSARG
        515526069989,    +270.7248757,     -29.1450022,     +16.2575104,      +1.0283700,      +0.0281601,     +0.519288,     +0.419198,      +0.8684210,      +0.6959990,     +10.3259087,    +11.634671,    +10.858418,     1,     1,     1,    +270.7248750,     -29.1450000,OSARG
        515526084045,    +270.6943828,     -29.0989900,      +8.6107422,      +9.6125509,      +8.6107422,     +0.860501,     +0.356756,      +1.0000000,      +0.8901680,     +10.1526003,    +11.410254,    +10.664314,     3,     8,     1,    +270.6943750,     -29.0990000,OSARG
        515526206337,    +270.6218903,     -28.8189597,     +22.1731144,     +15.8064728,     +16.8091110,     +0.665274,     +0.326550,      +1.0000000,      +0.9174230,     +10.1578321,    +11.375222,    +10.653164,     3,   867,   550,    +270.6218750,     -28.8189700,OSARG
        515526271856,    +271.1338674,     -28.9369422,     +22.0569445,     +15.8067465,     +14.8078460,     +0.807908,     +0.449287,      +0.8888890,      +0.8500000,     +10.4122019,    +11.718340,    +10.943644,     3,  3032,   518,    +271.1338750,     -28.9369400,OSARG
        515526386036,    +270.5914945,     -28.4334022,     +18.3228028,     +20.0065719,     +20.0065719,     +1.886135,     +0.107932,      +0.8076920,      +0.7265050,     +10.5695477,    +11.489386,    +10.943811,     3,    22,     2,    +270.5916250,     -28.4334200,OSARG
        515526414871,    +270.7247481,     -28.4356280,      +2.7361054,     +20.6310616,      +8.5469726,     +1.064232,     +0.204269,      +0.9200000,      +0.7300000,     +10.8695402,    +11.690778,    +11.203686,     1,    73,     7,    +270.7247500,     -28.4356400,OSARG
        515526435078,    +270.7010693,     -28.3841587,     +23.1044341,     +27.8091379,     +28.8110748,     +1.203650,     +0.150034,      +0.8750000,      +0.7750000,     +10.7126083,    +11.659647,    +11.097940,     4,    31,    10,    +270.7012500,     -28.3841900,OSARG
        515526615572,    +270.6492503,     -27.9520913,     +19.9830924,     +16.4707835,      +9.5492057,     +1.331469,     +0.255301,      +1.0000000,      +0.8098080,     +10.2173166,    +11.420291,    +10.706783,     2,   317,   105,    +270.6492500,     -27.9521100,OSARG
        515526663484,    +270.9143655,     -27.9718905,     +15.8064242,      +5.0039188,      +0.1022188,     +0.738643,     +0.375900,      +1.0000000,      +0.9174230,     +10.3051167,    +11.704941,    +10.874678,     1,     1,     1,    +270.9143750,     -27.9718900,OSARG
        515526714126,    +270.8674875,     -27.8270963,     +25.8316870,     +15.8060653,     +24.5891120,     +0.534697,     +0.551758,      +0.8421050,      +0.7564740,     +10.1028891,    +11.820370,    +10.801698,     3,   168,   118,    +270.8675000,     -27.8270800,OSARG
        515527469581,    +267.6288957,     -29.2735746,     +25.7367976,      +5.3662624,     +21.1147635,     +1.256337,     +0.586827,      +1.0000000,      +0.9524920,      +9.2912836,    +11.530641,    +10.202434,     2,    60,    32,    +267.6288750,     -29.2735800,OSARG
        515527677142,    +268.1243598,     -29.1697275,     +24.4522022,     +16.9255017,     +16.9965303,     +1.059390,     +0.606764,      +0.8666670,      +0.7823790,      +9.9346619,    +11.861726,    +10.718746,     2,  3728,  3468,    +268.1243750,     -29.1697200,OSARG
        515535673143,    +271.6908395,     -29.2257573,      +9.1089415,     +20.5624220,     +20.5626423,     +1.351806,     +0.231359,      +0.8125000,      +0.7090990,     +10.2997770,    +11.788477,    +10.905499,     2,   680,    90,    +271.6908750,     -29.2257500,OSARG
        515536411402,    +272.1187488,     -28.2836679,     +22.2557858,      +8.3782781,     +20.9240590,     +0.336101, -9.999995E008,      +0.8333330,      +0.8098080,  -9.9999999E008, -9.999995E008,    +11.134683,     2,    33,    23,    +272.1187500,     -28.2836700,OSARG
        515538683042,    +268.9478960,     -29.8928247,     +10.3226411,     +20.0950392,      +3.6671463,     +0.728538,     +0.453499,      +1.0000000,      +0.9524920,     +10.0935793,    +11.530788,    +10.678351,     1,    81,     1,    +268.9478750,     -29.8928300,OSARG
        515538697694,    +268.8292529,     -29.8161530,     +14.7139516,     +14.1302609,     +29.4171616,     +0.285986,     +0.696834,      +1.0000000,      +0.8500000,     +10.1446199,    +11.925508,    +10.869228,     4,   329,   264,    +268.8292500,     -29.8161700,OSARG
        515538751841,    +268.7728678,     -29.6795808,     +18.8016189,      +3.4100420,      +3.4053031,     +0.845722,     +0.420077,      +1.0000000,      +0.8346050,      +9.7218847,    +11.299400,    +10.363745,     2,    21,     2,    +268.7728750,     -29.6795600,OSARG
        515538988139,    +268.7968720,     -29.2721344,     +27.7097580,     +28.7941278,     +26.0954452,     +0.818545,     +0.387033,      +0.8461540,      +0.7996150,     +10.4286804,    +11.995185,    +11.066060,     5,   841,   418,    +268.7968750,     -29.2721400,OSARG
        515539083440,    +268.7206213,     -29.0602494,     +11.4516199,     +27.7518661,     +14.3265511,     +0.872046,     +0.372009,      +0.8095240,      +0.7463960,     +10.7092772,    +12.221805,    +11.324695,     2,   190,    32,    +268.7206250,     -29.0602500,OSARG
        515539181579,    +269.1893932,     -29.1071157,      +3.5188068,     +17.0808049,     +24.1073177,     +0.817934,     +0.656388,      +0.8666670,      +0.7823790,      +9.7735128,    +11.676218,    +10.547686,     1,   435,   214,    +269.1893750,     -29.1071400,OSARG
        515539205408,    +269.1252640,     -29.0270163,     +22.4459539,      +4.3709059,     +12.1147385,     +0.325547,     +0.959374,      +0.7500000,      +0.7337120,     +10.1398954,    +12.609256,    +11.144630,     3,   123,    83,    +269.1252500,     -29.0270600,OSARG
        515539545950,    +268.4337120,     -29.5522050,     +17.0379836,     +27.9590300,     +27.9590300,     +0.862731,     +0.613166,      +1.0000000,      +0.9524920,      +9.6993818,    +11.463194,    +10.417042,     3,   460,   134,    +268.4337500,     -29.5521900,OSARG
        515539567016,    +268.9301431,     -29.2916676,     +10.6222468,     +19.2965632,     +11.4163636,     +0.998516,     +0.366598,      +1.0000000,      +0.9524920,     +10.5573988,    +12.006187,    +11.146882,     2,    14,     6,    +268.9301250,     -29.2916700,OSARG
        515548543931,    +269.8418910,     -29.7392618,      +0.5835766,     +11.0754545,      +1.1672331,     +0.769339,     +0.223265,      +1.0000000,      +0.8901680,     +10.9084911,    +12.042076,    +11.369724,     2,     1,     1,    +269.8418750,     -29.7392500,OSARG
        515548557249,    +269.8316176,     -29.7045486,     +29.0965024,     +23.3461526,     +23.1076104,     +1.296539,     +0.204949,      +0.9000000,      +0.8346050,     +10.8996887,    +11.916160,    +11.313271,     2,   542,    24,    +269.8316250,     -29.7045600,OSARG
        515548577000,    +269.7850998,     -29.6512655,     +18.9865424,     +24.5714622,     +24.5714622,     +1.092771,     +0.033881,      +0.8888890,      +0.8500000,     +10.7378845,    +11.625769,    +11.099147,     2,   225,   150,    +269.7851250,     -29.6512800,OSARG
        515548920898,    +269.9077447,     -29.0068924,     +20.2833800,      +0.0470146,      +4.0523900,     +0.517464,     +0.260511,      +0.8333330,      +0.8098080,      +9.7689133,    +11.217950,    +10.358498,     1,   415,   163,    +269.9077500,     -29.0068600,OSARG
        515548923263,    +269.9062423,     -29.0041886,     +10.2208733,     +23.5767009,     +23.5768400,     +0.520089,     +0.345515,      +1.0000000,      +0.8346050,      +9.6936264,    +11.262467,    +10.331957,     2,   176,   102,    +269.9062500,     -29.0041700,OSARG
        515549025939,    +270.0968739,     -28.9001045,     +26.9565299,     +13.3288101,      +7.0210386,     +1.367551,     +0.064775,      +0.8235290,      +0.7682820,      +9.6424026,    +10.777702,    +10.104334,     3,   489,    99,    +270.0970000,     -28.9000600,OSARG
        515549036627,    +270.0372886,     -28.8536304,      +2.8976214,     +24.0160878,     +20.1875768,     +1.199058,     +0.163855,      +0.8000000,      +0.7512460,      +9.6763182,    +10.788255,    +10.128743,     1,  2687,  2648,    +270.0372500,     -28.8535800,OSARG
        515549919136,    +267.2794880,     -29.7790429,      +8.6380838,     +10.1276716,     +24.6508364,     +0.966246,     +0.783662,      +0.8181820,      +0.7418810,      +9.8176727,    +11.680697,    +10.575701,     1,    74,    51,    +267.2795000,     -29.7790000,OSARG
        515557885082,    +270.6270703,     -30.1944777,      +2.9067090,      +2.9063316,      +5.6498245,     +1.504836, -9.999995E008,      +1.0000000,      +0.9524920,  -9.9999999E008, -9.999995E008,    +11.134214,     3,    14,     5,    +270.6270000,     -30.1943100,OSARG
        515559406459,    +268.0529965,     -30.3870801,     +21.0920502,      +9.4331654,     +21.9002940,     +1.800459,     +0.338549,      +0.8000000,      +0.7823790,     +10.6126528,    +11.739093,    +11.070979,     3,   225,   210,    +268.0530000,     -30.3870800,OSARG
        515559458492,    +268.0981848,     -30.3283101,     +22.0769275,      +8.4721854,     +20.4733099,     +0.878017,     +0.249209,      +1.0000000,      +0.9524920,     +10.4443970,    +11.649836,    +10.934866,     3,    85,    70,    +268.0981250,     -30.3281900,OSARG
        515559632007,    +267.8861146,     -29.9274737,     +14.5184871,     +28.6975561,     +27.6945685,     +0.776500,     +0.589910,      +1.0000000,      +0.8901680,     +10.1800623,    +11.788013,    +10.834306,     3,   342,    46,    +267.8861250,     -29.9274700,OSARG
        515559634356,    +267.9493610,     -29.9550351,     +16.2705007,     +13.2063851,     +13.2063851,     +0.782753,     +0.533542,      +1.0000000,      +0.8681980,     +10.1591854,    +11.645155,    +10.763797,     3,  4393,  4181,    +267.9493750,     -29.9550600,OSARG
        515559641039,    +268.1723868,     -30.0563314,     +27.1490983,     +25.1867064,     +12.2643233,     +1.178062,     +0.311710,      +0.9333330,      +0.7823790,     +10.6849794,    +11.695047,    +11.095956,     3,    11,     4,    +268.1723750,     -30.0563300,OSARG
        515578844901,    +269.9785210,     -31.8296851,      +3.9012934,     +27.8787631,     +24.9199717,     +1.087490,     +0.551217,      +1.0000000,      +0.9524920,     +10.0367165,    +11.316585,    +10.557469,     1,   531,   349,    +269.9785000,     -31.8296900,OSARG
        515578984134,    +269.9184539,     -31.5104281,     +17.0738716,      +8.1478748,      +7.1920935,     +1.261044,     +0.122210,      +1.0000000,      +0.9174230,     +10.6996975,    +11.574470,    +11.055625,     1,    48,     5,    +269.9185000,     -31.5104200,OSARG
        515579493580,    +270.7377401,     -30.8660356,      +9.2713783,     +27.2985457,     +16.8540984,     +0.608162,     +0.729452,      +1.0000000,      +0.9524920,     +10.4242020,    +12.060751,    +11.090081,     2,    18,    11,    +270.7377500,     -30.8660300,OSARG
        515580911996,    +267.1756120,     -30.8618032,     +24.1934606,     +29.9132723,     +12.6338380,     +0.534499,     +0.884376,      +0.8333330,      +0.8098080,      +9.2204905,    +11.847781,    +10.289483,     4,    21,     7,    +267.1756250,     -30.8617800,OSARG
        515580970296,    +267.2475022,     -30.8290429,     +19.8869894,     +15.4565676,     +29.9133012,     +0.538003,     +0.806757,      +0.8421050,      +0.7564740,      +9.3425608,    +11.776147,    +10.332739,     3,    74,    39,    +267.2475000,     -30.8290300,OSARG
        515588287696,    +271.7502630,     -32.3562305,      +0.6950816,      +5.6375324,      +0.0030553,     +0.436915,     +0.552864,      +1.0000000,      +0.9524920,     +10.5950146,    +11.908853,    +11.129589,     1,    14,    14,    +271.7502500,     -32.3562200,OSARG
