,# vivaID,ra,dec,freqSTR,freqPDM,freqLSG,ksAmpl,jmhPnt,kFi2,faPcorrelation2,wesenheit,jAperMag3,ksAperMag3,flagNfreq,flagFbias6,flagFbias7,upload_RA,upload_Dec,varType
17795,515535921029,271.5017772,-28.7540752,11.4159906,12.8345795,1.0028088,3.0682009999999997,0.07962999999999999,0.875,0.8681979999999999,10.521067599999999,11.763084,11.02642,1,2240,24,271.50178999999997,-28.75408,OSARG
17931,515516992798,269.529561,-27.8715049,28.286619199999997,2.7583092000000002,18.6876069,2.09859,0.338161,0.8,0.692303,10.2385778,11.930887,10.927145,2,30,9,269.52957999999995,-27.87153,OSARG
17943,515436530411,266.72320319999994,-23.171689800000003,16.0951184,23.3090348,5.730908400000001,2.062522,0.229846,1.0,0.8901680000000001,10.548145300000002,11.678206,11.007944,1,7,1,266.72333,-23.17161,OSARG
17959,515557868778,270.62484489999997,-30.2188836,7.479504700000001,22.6905921,28.230062100000005,2.028584,0.077947,1.0,0.809808,10.571899400000001,11.57403,10.979647,2,42,20,270.62475,-30.218690000000002,OSARG
17963,515603054061,266.5143299,-33.4363582,1.0032908999999999,3.9940669,5.360028,2.196772,0.10502,1.0,0.8901680000000001,9.9974136,11.480582,10.600885,1,3,2,266.51433,-33.43633,OSARG
18045,515526141823,270.0737114,-28.675387800000003,29.8008123,18.3203845,11.334833999999999,3.1655849999999996,0.31032,1.0,0.952492,10.3380947,11.538297,10.826433,1,4,1,270.07367,-28.675390000000004,OSARG
18118,515659343602,266.55104730000005,-36.2512639,10.808555,23.921603,22.8303078,2.0574060000000003,0.076301,1.0,0.952492,10.2450342,11.13758,10.608193,3,39,1,266.55107999999996,-36.25128,OSARG
18299,515504491895,271.1405337,-27.0266668,8.348361599999999,6.5655158,0.24664760000000002,2.043601,0.230485,1.0,0.917423,10.4391785,11.941634,11.050498,1,1,1,271.14054,-27.026670000000003,OSARG
18358,515516816964,269.430916,-28.1926853,14.734198199999998,1.6392842,2.6658187,2.00208,0.30251100000000003,0.6422760000000001,0.63115,9.4369192,11.154468,10.135756,1,2,1,269.43092,-28.19267,OSARG
18375,515494999181,270.2980341,-26.856414899999997,15.4735941,6.4233348,16.475935699999997,2.020546,0.327371,0.8,0.751246,10.391399400000001,11.989372999999999,11.041583000000001,2,237,163,270.29807999999997,-26.85642,OSARG
18392,515526263502,270.53200519999996,-28.659719300000003,14.5490741,3.0005238999999997,0.9976261000000001,2.127772,0.146772,1.0,0.8681979999999999,10.2798824,11.527939,10.787692,1,3,1,270.532,-28.65972,OSARG
18445,515535796054,271.4281872,-28.908134499999996,7.6499006,20.6429834,17.6798944,2.130546,-999999500.0,1.0,0.8681979999999999,10.5535316,11.774582,11.050353,1,53,18,271.42821000000004,-28.908140000000003,OSARG
18594,515526321354,270.6380612,-28.5893257,4.2282364,1.5002434999999998,3.0004307,2.524352,0.23731300000000002,0.875,0.8681979999999999,10.496001199999998,11.654053999999999,10.967189999999999,2,25,2,270.63808,-28.58933,OSARG
18910,515642378649,267.4455068,-35.2191447,7.8803405,22.352001,23.193614999999998,2.058751,-999999500.0,1.0,0.952492,-999999990.0,-999999500.0,11.183072,3,89,2,267.44554,-35.21914,OSARG
18928,515495009136,270.44818219999996,-26.9082457,22.3877415,3.0364364,0.9979425,2.0473939999999997,0.22893400000000003,1.0,0.952492,10.300215699999999,11.866109,10.937346,1,17,1,270.44821,-26.90822,OSARG
18932,515482863110,272.0357552,-25.749813500000002,25.8150779,1.2560562,2.2567823,2.070793,0.240666,1.0,0.917423,10.469278300000001,11.871395,11.039772,1,7,1,272.03575,-25.74983,OSARG
18971,515527337622,270.4797625,-28.1245898,26.177521300000002,22.449133,17.8829021,2.1991400000000003,-999999500.0,0.8888889999999999,0.85,-999999990.0,-999999500.0,-999999500.0,1,120,10,270.47979,-28.124579999999998,OSARG
18975,515535806410,271.4562,-28.9068826,21.5436653,11.2009382,25.9888488,2.266078,0.140513,1.0,0.917423,10.451293,11.707044999999999,10.962234,2,39,2,271.45621,-28.90689,OSARG
18977,515535769505,271.405563,-28.9358027,14.5574619,3.9865406,26.824224400000002,2.061366,0.131441,1.0,0.917423,10.4516897,11.77391,10.989675,2,9,2,271.40558,-28.935809999999996,OSARG
19015,515517055389,269.95502410000006,-27.938307399999996,10.2294679,7.1169652,3.0479605,2.297232,0.24664,0.916667,0.809808,9.6169338,11.322409,10.310858,1,6,1,269.95504,-27.938309999999998,OSARG
19034,515559207707,267.7167886,-30.5773167,26.152742899999996,18.3571458,18.3571458,2.382174,0.526027,0.789474,0.756474,10.6408424,12.188661999999999,11.270619,4,281,239,267.71679,-30.577309999999997,OSARG
19072,515482903106,272.4015608,-25.864389000000003,7.9037201,2.5387583,14.073109200000001,2.566952,0.25450100000000003,0.875,0.8681979999999999,10.6142387,11.919137,11.145176,2,165,103,272.40157999999997,-25.86436,OSARG
19077,515526621193,271.1243582,-28.1766031,1.8832068,5.473952400000001,5.5399375,2.070138,0.230896,1.0,0.952492,9.9123564,11.149858,10.415872,2,16,4,271.12442000000004,-28.17667,OSARG
19248,515505611610,271.92884310000005,-26.996933000000002,17.9198967,6.378180599999999,15.8348861,2.024626,-999999500.0,0.923077,0.799615,-999999990.0,-999999500.0,-999999500.0,2,292,125,271.92879,-26.99697,OSARG
19276,515504403696,271.4277453,-27.3567104,9.5567793,0.9969618,27.9813972,2.194918,0.24894299999999997,0.833333,0.7621319999999999,10.497547099999998,11.986317,11.103297999999999,1,39,12,271.42775,-27.356690000000004,OSARG
19290,515516892253,269.61569610000004,-28.137996700000002,23.0399787,15.8091176,11.0007689,2.419665,-999999500.0,0.8888889999999999,0.85,-999999990.0,-999999500.0,10.974785,3,220,8,269.61571000000004,-28.138,OSARG
19461,515526450217,270.65542189999996,-28.3261875,13.005481300000001,12.497618600000001,4.0036148,3.279361,0.13295099999999999,0.818182,0.741881,10.7288656,11.623736,11.092971,1,76,9,270.65542,-28.32617,OSARG
19527,515609556708,270.121952,-33.1555982,18.5856887,29.2555723,7.9941659,3.665722,0.087895,1.0,0.85,10.7358456,11.677164999999999,11.11885,1,47,3,270.12196,-33.155609999999996,OSARG
19659,515436485684,266.8173082,-23.306698100000002,23.4705624,23.7772557,19.106238100000002,2.021259,0.125113,1.0,0.952492,10.6586914,11.7185,11.089907,1,829,306,266.81732999999997,-23.30669,OSARG
19719,515482855834,272.0285502,-25.7570147,10.9847528,19.972098000000003,25.6621704,2.598046,-999999500.0,1.0,0.917423,-999999990.0,-999999500.0,11.070653,1,420,313,272.02853999999996,-25.75703,OSARG
19841,515539054388,268.6240851,-29.0664284,20.792234,27.352306199999997,1.1622323,2.280745,0.348477,0.9,0.751246,10.502718,12.072142999999999,11.141286000000001,1,20,1,268.62412,-29.066470000000002,OSARG
19887,515548545361,269.7664422,-29.6952977,2.7175332,4.6104709999999995,7.635107499999999,2.159484,0.072063,1.0,0.85,10.6786652,11.595428,11.051677999999999,2,92,10,269.76646,-29.69531,OSARG
20031,515482819574,271.9677662,-25.788083399999998,23.711944600000002,12.7677789,12.6869729,2.501582,0.24705,0.916667,0.809808,10.386281,11.833342,10.975061,4,11,5,271.96779,-25.788079999999997,OSARG
20178,515526407451,270.786735,-28.483444800000004,21.8056592,11.0024776,11.0024776,2.701609,0.45793100000000003,0.84,0.73,10.518107400000002,11.861433,11.064680000000001,3,9,3,270.78683,-28.4835,OSARG
20180,515599903030,268.89648680000005,-32.7695231,14.806807899999999,13.683134599999999,3.9425741000000003,2.0208619999999997,-999999500.0,1.0,0.952492,10.613675099999998,11.708796000000001,11.059258,1,9,4,268.8965,-32.769529999999996,OSARG
20202,515600293544,269.4510508,-32.1320679,2.4787738,28.720075,28.7202135,2.029106,-0.42731199999999997,0.933333,0.782379,9.5052853,10.762964,10.01701,4,2414,2150,269.45108,-32.132059999999996,OSARG
20236,515535733774,271.3621628,-28.9706919,1.0030924,25.943182800000002,3.0031672,2.19358,0.0054670000000000005,1.0,0.952492,10.350286500000001,11.606521,10.861424000000001,2,10,5,271.36225,-28.970609999999997,OSARG
20386,515578967736,269.84786280000003,-31.512248100000004,1.9696715,24.026316,6.658517999999999,2.125356,0.032677,1.0,0.917423,10.5757256,11.439805,10.927302000000001,1,9,1,269.84788,-31.51225,OSARG
